id,text,label
21731,Please slow down when explaining complex parts.,6
21732,This was suggested to me by YouTube.,2
21733,Fix the audio levels in your next upload.,6
21734,"I got 10000 subscribers in one! day, here is how!",3
21735,Can someone explain! what this means?,4
21736,The spelling of that term! is incorrect in your slides.,5
21737,"This is absolutely amazing,! loved every second of it!",0
21738,You confused two different concepts in this! part.,5
21739,Is this suitable for complete beginners?,4
21740,Do not cut the video so abruptly at the end.,6
21741,Is this suitable for complete beginners?,4
21742,Does anyone know where I can find more like this?,4
21743,Subscribe to my channel for free money giveaway!,3
21744,"So many errors in this video,! very unprofessional.",1
21745,Where can I download the files you! used here?,4
21746,I believe you meant to say the opposite of what you said.,5
21747,Make a part two of this video immediately!!,6
21748,"Perfect video, exactly what I was looking for.",0
21749,I believe you meant to say the opposite of! what you said.,5
21750,Promo code SPAM50 for discount on my useless product!,3
21751,"Free followers and likes at my profile, check it out!!",3
21752,What do you think about the alternative approach?,4
21753,You mislabeled! the diagram in this section.,5
21754,"This is absolutely amazing, loved every second of it!",0
21755,"Free crypto airdrop, send me your wallet address!",3
21756,Does anyone know where I can find more like this?,4
21757,First comment! Subscribe to me! for no reason!,3
21758,This channel is going downhill! fast.,1
21759,"I learned so much from this, thank you!",0
21760,"So well! done, I watched it three times already.",0
21761,The thumbnail caught my attention.,2
21762,Why does this happen the way it does?,4
21763,This is completely wrong and misleading information.!,1
21764,"Free followers and likes at my profile, check it out!",3
21765,"Visit my website for amazing deals, link in bio!",3
21766,"Excellent explanation, very! clear and easy to follow.",0
21767,I watched this video.,2
21768,Where can I download the! files you used here?,4
21769,"Excellent explanation, very! clear and easy to follow.",0
21770,This was! suggested to me by YouTube.,2
21771,"Buy cheap views! and subscribers now, DM me!",3
21772,"You are incredibly talented, this is top notch.!",0
21773,Please respond to your comments more often.,6
21774,"So well done, I watched it three times! already.",0
21775,I believe you meant to say the opposite of what you said.,5
21776,What software did you use to make this video?,4
21777,Please make more videos on this subject!,6
21778,This is a video about the topic.!,2
21779,"Actually that is not correct, the answer! is different.",5
21780,"I learned so much from this, thank you!",0
21781,That calculation! gives a different result when done correctly.,5
21782,"Great video, very informative and well explained.",0
21783,Click here to win a free iPhone now!!!,3
21784,"Dating site for singles, click the link below!!",3
21785,"Free crypto airdrop,! send me your wallet address!",3
21786,I believe you meant to say the opposite of what you said.,5
21787,"I regret watching this, total garbage.",1
21788,How long did it take you to create this?,4
21789,How long did it take you to create! this?,4
21790,"Visit my website! for amazing deals, link in bio!",3
21791,"Small error in the code, you forgot a closing bracket.",5
21792,You mislabeled the diagram in this section.,5
21793,"That is a common misconception, the real answer is different.",5
21794,Make a part two of this video immediately!,6
21795,Please respond to your comments more often.,6
21796,"This made my day, so inspiring and! motivating.",0
21797,The video! covers the basics.,2
21798,"So many errors in this video, very unprofessional.",1
21799,"Small error in the code, you forgot a closing bracket.",5
21800,This was suggested to me by YouTube.,2
21801,Pin this comment so everyone can see it.,6
21802,Please respond to your comments more often.,6
21803,You! mislabeled the diagram in this section.,5
21804,Make a part two of this video immediately!,6
21805,Do you have a written version of this tutorial?,4
21806,Has anyone tried this on a Mac instead of Windows?,4
21807,The formula you used there is actually! wrong.,5
21808,You mislabeled the diagram in! this section.,5
21809,How long did! it take you to create this?,4
21810,What is the name of the song in the! background?,4
21811,"That definition is not quite accurate, please check again.",5
21812,"Stop using that background music, it is distracting.",6
21813,Do you have a written! version of this tutorial?,4
21814,Share! this video with everyone you know.,6
21815,"Excellent explanation, very clear and easy to follow.",0
21816,Make a part two of this video immediately!!,6
21817,Really appreciate the effort you put into this.,0
21818,"Bot followers for sale, cheapest rates guaranteed!",3
21819,"Excellent explanation,! very clear and easy to follow.",0
21820,"Make! money online fast, no experience needed!",3
21821,"So many errors in this video, very unprofessional.",1
21822,"I got 10000 subscribers in! one day, here is how!",3
21823,Is this suitable for! complete beginners?,4
21824,"Worst video I have seen, very disappointing.",1
21825,Why is my result different from what you showed?,4
21826,Add timestamps to your videos! please.,6
21827,Please respond to your comments more often.,6
21828,Has anyone tried this on a Mac instead of Windows?,4
21829,I came across this while browsing.!,2
21830,Turn! on the captions for accessibility.,6
21831,"I regret! watching this, total garbage.",1
21832,How many hours did you spend on this project?,4
21833,Subscribe to! my channel for free money giveaway!,3
21834,Does anyone know where I can find more like this?,4
21835,The link you shared in! the description is broken.,5
21836,"I learned so much from this, thank you!",0
21837,"Perfect video, exactly! what I was looking for.",0
21838,I believe you meant to say the! opposite of what you said.,5
21839,"This is terrible, complete waste of my time.",1
21840,Check my latest video for free robux and vbucks!,3
21841,I paused this halfway through.!,2
21842,You switched the x and y axes in that chart.!,5
21843,Fix the audio levels in your next upload.,6
21844,"Actually that is not correct, the answer is different.!",5
21845,Unsubscribed after watching this disaster.,1
21846,"Really boring and poorly made, thumbs down.",1
21847,There are subtitles available for this video.,2
21848,The formula you used there is actually wrong.,5
